hero,weapon,field,before,after,originalValue,evidenceLevel,sourceField,reference
7,BubbleGirl,paintDropLifetime,,5,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,paintHardness,0.55,0.55,,retained-project-value,,
7,BubbleGirl,paintRadiusMax,0.85,1.2355951241835503,1.65,source-explicit,Unit.PaintParam.WidthHalfNear,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,paintRadiusMin,0.65,1.2355951241835503,1.65,source-explicit,Unit.PaintParam.WidthHalfFar,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,paintStrength,1,1,,retained-project-value,,
7,BubbleGirl,pelletCount,1,1,,retained-project-value,,
7,BubbleGirl,portraitAddress,Portrait/BubbleGirl,Portrait/BubbleGirl,,retained-project-value,,
7,BubbleGirl,projectileGravity,18,40.43765860964347,0.015,source-explicit,Unit.MoveParam.FreeGravity,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,recoverInk,10,10,,retained-project-value,,
7,BubbleGirl,referenceBrakeDrag,,0.01,0.01,source-explicit,Unit.MoveParam.BrakeAirResist,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,referenceBrakeEndSpeed,,449.30731788492744,10.0,source-explicit,Unit.MoveParam.GoStraightStateEndMaxSpeed,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,referenceBrakeGravity,,26.958439073095647,0.01,source-explicit,Unit.MoveParam.BrakeGravity,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,referenceFootEvery,,1,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,referenceFootRadius,,1.6474601655780674,2.2,source-explicit,NearestParam.DrawSizeCollisionPaintParam.PaintWidthHalf,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,referenceFreeDrag,,0.01,0.01,source-explicit,Unit.MoveParam.FreeAirResist,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,referencePlayerRadius,,0.6365187003369805,0.85,source-explicit,Unit.CollisionParam.EndRadiusForPlayer,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,referenceRules,,1,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,referenceTrailBudget,,5,5,source-explicit,Unit.SplashAndSplashWallHitSpawnPrm.Combination.0.TotalNum,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,referenceTrailStart,,2.246536589424637,,project-adaptation,Unit.SplashParam.0.SpawnParam.SpawnBetweenLength,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,semiBufferSeconds,0,0,,retained-project-value,,
7,BubbleGirl,shootMoveSpeed,2.8,2.246536589424637,0.05,source-explicit,WeaponParam.MoveSpeed,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,shotInk,8,8,,retained-project-value,,
7,BubbleGirl,speedMax,14,24.25450763406415,0.53982,source-explicit,Unit.SpawnSpeedGround,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,speedMin,14,24.25450763406415,0.53982,source-explicit,Unit.SpawnSpeedGround,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,splatlingChargeJumpSpeed,0,0,,retained-project-value,,
7,BubbleGirl,splatlingChargeMoveSpeed,0,0,,retained-project-value,,
7,BubbleGirl,splatlingFirstChargeSeconds,0,0,,retained-project-value,,
7,BubbleGirl,splatlingFirstShootSeconds,0,0,,retained-project-value,,
7,BubbleGirl,splatlingFootEvery,0,0,,retained-project-value,,
7,BubbleGirl,splatlingFootRadius,0,0,,retained-project-value,,
7,BubbleGirl,splatlingFullShootSeconds,0,0,,retained-project-value,,
7,BubbleGirl,splatlingMinChargeSeconds,0,0,,retained-project-value,,
7,BubbleGirl,splatlingPitchSpread,0,0,,retained-project-value,,
7,BubbleGirl,splatlingPlayerRadius,0,0,,retained-project-value,,
7,BubbleGirl,splatlingPostSeconds,0,0,,retained-project-value,,
7,BubbleGirl,splatlingSlowChargeMultiplier,0,0,,retained-project-value,,
7,BubbleGirl,splatlingSpeedBias,0,0,,retained-project-value,,
7,BubbleGirl,splatlingSpreadBias,0,0,,retained-project-value,,
7,BubbleGirl,splatlingTrailCount,0,0,,retained-project-value,,
7,BubbleGirl,spreadDegrees,0,0,,retained-project-value,,
7,BubbleGirl,spreadExpandSeconds,0,0,,retained-project-value,,
7,BubbleGirl,spreadRecoverSeconds,0,0,,retained-project-value,,
7,BubbleGirl,startSeconds,0.1,0.1,,retained-project-value,,
7,BubbleGirl,straightSeconds,0,0.05,3,source-explicit,Unit.MoveParam.GoStraightToBrakeStateFrame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,swimAcceleration,50,50,,retained-project-value,,
7,BubbleGirl,swimHealthRecoverRate,60,60,,retained-project-value,,
7,BubbleGirl,swimRecoverInk,33.333332,33.333332,,retained-project-value,,
7,BubbleGirl,swimSpeed,8,8.6267,0.192,source-explicit,Common.1130,Tools/ValidationData/WeaponAudit/Common.1130.json
7,BubbleGirl,trailDepthScale,,1.84,,project-adaptation,Unit.SplashParam.0.DrawSizeCollisionPaintParam.PaintDepthScale,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,trailMaxDrop,1,1,,retained-project-value,,
7,BubbleGirl,trailRadiusMax,0.3,1.2318508965345094,,project-adaptation,Unit.SplashParam.0.DrawSizeCollisionPaintParam.PaintWidthHalf,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,trailRadiusMin,0.2,1.2318508965345094,,project-adaptation,Unit.SplashParam.0.DrawSizeCollisionPaintParam.PaintWidthHalf,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,trailSpacing,0.6,2.246536589424637,,project-adaptation,Unit.SplashParam.0.SpawnParam.SpawnBetweenLength,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,wallGraceSeconds,0.1,0.1,,retained-project-value,,
7,BubbleGirl,wallJumpSpeed,4,4,,retained-project-value,,
7,BubbleGirl,wallProbeDistance,0.6,0.6,,retained-project-value,,
7,BubbleGirl,wallSwimSpeed,4,4,,retained-project-value,,
7,BubbleGirl,weaponConfigPath,Assets/GameResource/Weapons/BubbleGirl/BubbleGirlWeaponConfig.asset,Assets/GameResource/Weapons/BubbleGirl/BubbleGirlWeaponConfig.asset,,retained-project-value,,
7,BubbleGirl,weaponPrefabAddress,Weapon/BubbleGun,Weapon/BubbleGun,,retained-project-value,,
7,BubbleGirl,weaponTypeName,满溢泡泡枪,满溢泡泡枪,,retained-project-value,,
